Sl_No,State,District,District_Code,Crop,Season,Sowing_Period,Harvesting_Period,Sow_From_Day,Sow_From_Mon,Sow_To_Day,Sow_To_Mon,Harv_From_Day,Harv_From_Mon,Harv_To_Day,Harv_To_Mon,PDF_Page,Selector_Crop_Category
1224,Orissa,Balasore,377,Mustard,Rabi,1st Nov to 15th Dec,1st to 28th Feb,1,11,15,12,1,2,28,2,27,RAPESEEDANDMUSTARD
1225,Orissa,Balasore,377,Sugarcane,Spring,1st Feb to 15th Mar,1st to 31st Jan,1,2,15,3,1,1,31,1,27,SUGARCANE
1227,Orissa,Bauda,391,Rice,Kharif,15th June to 15th July,15th Nov to 15th Dec,15,6,15,7,15,11,15,12,27,RICE
1228,Orissa,Bauda,391,Rice,Rabi,15th Dec to 15th Jan,1st to 15th May,15,12,15,1,1,5,15,5,27,RICE
1229,Orissa,Bauda,391,Maize,Kharif,15th to 31st May,15th Sept to 15th Oct,15,5,31,5,15,9,15,10,27,MAIZE
1230,Orissa,Bauda,391,Maize,Rabi,1st Dec to 31st Jan,30th April to 15th Feb,1,12,31,1,30,4,15,2,27,MAIZE
1231,Orissa,Bauda,391,Maize,Summer,15th Feb to 15th Mar,15th May to 30th Jun,15,2,15,3,15,5,30,6,27,MAIZE
1232,Orissa,Bauda,391,Ragi,Kharif,15th June to 15th July,15th Oct-15th Nov,15,6,15,7,15,10,15,11,27,FINGERMILLET
1233,Orissa,Bauda,391,Arhar,Kharif,1st to 30th Jun,1st to 31st Jan,1,6,30,6,1,1,31,1,27,PIGEONPEA
1234,Orissa,Bauda,391,Urad,Kharif,1st July to 31st Aug,1st Oct to 30th Nov,1,7,31,8,1,10,30,11,27,MINORPULSES
1235,Orissa,Bauda,391,Urad,Rabi,1st Oct to 30th Nov,1st Jan to 28th Feb,1,10,30,11,1,1,28,2,27,MINORPULSES
1238,Orissa,Bauda,391,Moong,Kharif,1st July to 31st Aug,1st Oct to 30th Nov,1,7,31,8,1,10,30,11,27,MINORPULSES
1239,Orissa,Bauda,391,Moong,Summer,1st Feb to 31st Mar,1st May to 30th Jun,1,2,31,3,1,5,30,6,27,MINORPULSES
1240,Orissa,Bauda,391,Groundnut,Kharif,1st Jun to 31st July,1st Oct to 30th Nov,1,6,31,7,1,10,30,11,27,GROUNDNUT
1241,Orissa,Bauda,391,Til,Summer,1st Jan to 28th Feb,1st April to 31st May,1,1,28,2,1,4,31,5,27,SESAMUM
1242,Orissa,Bauda,391,Mustard,Rabi,1st Oct to 30th Nov,1st Dec to 31st Jan,1,10,30,11,1,12,31,1,27,RAPESEEDANDMUSTARD
1243,Orissa,Bauda,391,Sunflower,Rabi,1st Nov to 31st Dec,1st Feb to 31st Mar,1,11,31,12,1,2,31,3,27,SUNFLOWER
1244,Orissa,Bauda,391,Sunflower,Summer,1st Jan to 28th Feb,1st April to 31st May,1,1,28,2,1,4,31,5,27,SUNFLOWER
1246,Orissa,Bauda,391,Sugarcane,Autumn,1st Oct to 30th Nov,1st Oct to 30th Nov,1,10,30,11,1,10,30,11,27,SUGARCANE
1247,Orissa,Bauda,391,Sugarcane,Spring,1st May to 30th June,1st Feb to 31st Mar,1,5,30,6,1,2,31,3,27,SUGARCANE
1248,Orissa,Bauda,391,Cotton,Kharif,1st Jun to 31st Jul,1st Jan to 28th Feb,1,6,31,7,1,1,28,2,27,COTTON
1249,Orissa,Bhadrak,378,Rice,Kharif,1st July to 15th Aug,1st to 15th Jan,1,7,15,8,1,1,15,1,27,RICE
1250,Orissa,Bhadrak,378,Rice,Summer,1st Dec to 15th Jan,1st to 15th April,1,12,15,1,1,4,15,4,27,RICE
1251,Orissa,Bhadrak,378,Urad,Kharif,1st to 15th Aug,1st to 15th of Nov,1,8,15,8,1,0,15,0,27,MINORPULSES
1252,Orissa,Bhadrak,378,Urad,Rabi,15th Dec to 15th Jan,15th to 31st Mar,15,12,15,1,15,3,31,3,27,MINORPULSES
1254,Orissa,Bhadrak,378,Moong,Kharif,1st to 15th Aug,1st to 15th Nov,1,8,15,8,1,11,15,11,27,MINORPULSES
1255,Orissa,Bhadrak,378,Moong,Summer,1st Dec to 15th Jan,1st to 31st Mar,1,12,15,1,1,3,31,3,28,MINORPULSES
1256,Orissa,Bhadrak,378,Ground nut,Kharif,1st to 15th Aug,15th to 30th Nov,1,8,15,8,15,11,30,11,28,GROUNDNUT
1257,Orissa,Bhadrak,378,Mustard,Rabi:,1st Oct to 15th Nov,15th Jan to 15th Feb,1,10,15,11,15,1,15,2,28,RAPESEEDANDMUSTARD
1259,Orissa,Cuttack,381,Rice,Kharif,1st June to 31st Aug,1st Nov to 31st Dec,1,6,31,8,1,11,31,12,28,RICE
1260,Orissa,Cuttack,381,Rice,Rabi,1st Jan to 28th Feb,1st April to 31st May,1,1,28,2,1,4,31,5,28,RICE
1261,Orissa,Cuttack,381,Wheat,Rabi,1st to 30th June,1st Oct to 30th Nov,1,6,30,6,1,10,30,11,28,WHEAT
1262,Orissa,Cuttack,381,Urad,Rabi,1st Dec to 31st Jan,1st to 30th April,1,12,31,1,1,4,30,4,28,MINORPULSES
1265,Orissa,Cuttack,381,Moong,Summer,1st Jan-28th Feb,1st to 30th April,1,1,28,2,1,4,30,4,28,MINORPULSES
1266,Orissa,Cuttack,381,Groundnut,Kharif,1st June to 31st July,1st Oct to 30th Nov,1,6,31,7,1,10,30,11,28,GROUNDNUT
1267,Orissa,Cuttack,381,Groundnut,Rabi,1st Nov to 31st Dec,1st to 30th April,1,11,31,12,1,4,30,4,28,GROUNDNUT
1268,Orissa,Cuttack,381,Sugarcane,Spring,1st Oct to 30th Nov,1st June to 31st July,1,10,30,11,1,6,31,7,28,SUGARCANE
1270,Orissa,Deogarh,373,Rice,Kharif,15th June to 30th July,15th Oct to 30th Nov,15,6,30,7,15,10,30,11,28,RICE
1271,Orissa,Deogarh,373,Wheat,Rabi,15th Oct to 30th Nov,15th Feb to 30st Mar,15,10,30,11,15,2,30,3,28,WHEAT
1272,Orissa,Deogarh,373,Maize,Kharif,15th June to 15th July,15th Sept to 15thOct,15,6,15,7,15,9,15,10,28,MAIZE
1273,Orissa,Deogarh,373,Maize,Rabi,1st Oct to 15th Nov,1st Jan to 15th Feb,1,10,15,11,1,1,15,2,28,MAIZE
1274,Orissa,Deogarh,373,Maize,Summer,1st Jan to 15th Feb,1st Mar to 15thApril,1,1,15,2,1,3,15,4,28,MAIZE
1275,Orissa,Deogarh,373,Ragi,Kharif,15th June to 15th July,1st Oct to 15th Oct,15,6,15,7,1,10,15,10,28,FINGERMILLET
1276,Orissa,Deogarh,373,Arhar,Kharif,15th June to 15th July,15th Dec to 15th Jan,15,6,15,7,15,12,15,1,28,PIGEONPEA
1277,Orissa,Deogarh,373,Urad,Kharif,15th June to 15th July,1st Sept to 30th Sept,15,6,15,7,1,9,30,9,28,MINORPULSES
1278,Orissa,Deogarh,373,Urad,Rabi,15th Oct to 30th Nov,1st Jan to 15th Feb,15,10,30,11,1,1,15,2,28,MINORPULSES
1280,Orissa,Deogarh,373,Gram,Rabi,15th Oct to 30th Nov,1st Feb to 15th Mar,15,10,30,11,1,2,15,3,28,CHICKPEA
1281,Orissa,Deogarh,373,Lentil,Rabi,1st Sept to 15th Oct,15th Dec to 31st Jan,1,9,15,10,15,12,31,1,28,MINORPULSES
1283,Orissa,Deogarh,373,Moong,Kharif,15th June to 15th July,1st Sept to 31st Oct,15,6,15,7,1,9,31,10,28,MINORPULSES
1284,Orissa,Deogarh,373,Moong,Summer,1st to 28th Feb,15th April to 15th May,1,2,28,2,15,4,15,5,28,MINORPULSES
1285,Orissa,Deogarh,373,Ground nut,Kharif,15th June to 15th July,1st Oct to 31st Oct,15,6,15,7,1,10,31,10,28,GROUNDNUT
1286,Orissa,Deogarh,373,Ground nut,Rabi,1st Oct to 15th Nov,15th Jan to 15th Feb,1,10,15,11,15,1,15,2,28,GROUNDNUT
1287,Orissa,Deogarh,373,Til,Kharif,15th April to 15th May,15th July to 15th Aug,15,4,15,5,15,7,15,8,28,SESAMUM
1288,Orissa,Deogarh,373,Til,Summer,1st to 30th Nov,1st to 28th Feb,1,11,30,11,1,2,28,2,28,SESAMUM
1289,Orissa,Deogarh,373,Mustard,Rabi,1st to 15th Oct,15th to 31st Jan,1,10,15,10,15,1,31,1,28,RAPESEEDANDMUSTARD
1290,Orissa,Deogarh,373,Linseed,Rabi,1st to 31st Oct,1st to 28th Feb,1,10,31,10,1,2,28,2,28,LINSEED
1291,Orissa,Deogarh,373,Sugarcane,Autumn,1st to 15th Nov,1st o 30th Sept,1,11,15,11,1,0,1,0,28,SUGARCANE
1292,Orissa,Deogarh,373,Sugarcane,Spring,1st to 28th Feb,1st to 15th Dec,1,2,28,2,1,12,15,12,28,SUGARCANE
1294,Orissa,Deogarh,373,Cotton,Kharif,15th to 30th June,1st to 15th Dec,15,6,30,6,1,12,15,12,28,COTTON
1296,Orissa,Dhenkanal,383,Rice,Kharif,15th June-10th July,15th Oct-15th Dec,15,6,10,7,15,10,15,12,28,RICE
1297,Orissa,Dhenkanal,383,Rice,Rabi,1st to 30th Jan,15th to 30th April,1,1,30,1,15,4,30,4,28,RICE
1298,Orissa,Dhenkanal,383,Wheat,Rabi,1st to 15th Nov,1st to 15th April,1,11,15,11,1,4,15,4,28,WHEAT
1299,Orissa,Dhenkanal,383,Maize,Kharif,15th 30th June,1st to 15th Oct,15,6,30,6,1,10,15,10,28,MAIZE
1300,Orissa,Dhenkanal,383,Maize,Rabi,1st to 15th Jan,1st to 15th April,1,1,15,1,1,4,15,4,28,MAIZE
1301,Orissa,Dhenkanal,383,Arhar,Kharif,1st June to 15th July,15th Jan to 15th Feb,1,6,15,7,15,1,15,2,29,PIGEONPEA
1302,Orissa,Dhenkanal,383,Urad,Kharif,15th Aug to 15th Sept,15th to 30th Nov,15,8,15,9,15,11,30,11,29,MINORPULSES
1303,Orissa,Dhenkanal,383,Urad,Rabi,1st to 15th Feb,15th April to 15thMay,1,2,15,2,15,4,15,5,29,MINORPULSES
1305,Orissa,Dhenkanal,383,Moong,Summer,15th to 28th Feb,1st to 15th May,15,2,28,2,1,5,15,5,29,MINORPULSES
1306,Orissa,Dhenkanal,383,Groundnut,Kharif,15th to 30th June,1st to 15th Oct,15,6,30,6,1,10,15,10,29,GROUNDNUT
1307,Orissa,Dhenkanal,383,Til,Kharif,1st Aug to 15th Sept,1st Nov to 15th Nov,1,8,15,9,1,11,15,11,29,SESAMUM
1308,Orissa,Dhenkanal,383,Mustard,Rabi,1st to 10th Nov,15th to 31st Jan,1,11,10,11,15,1,31,1,29,RAPESEEDANDMUSTARD
1309,Orissa,Dhenkanal,383,Sugarcane,Spring,1st Dec to 28th Feb,Next Feb to Mar,1,12,28,2,0,0,15,3,29,SUGARCANE
1310,Orissa,Ganjam,388,Rice,Kharif,1st June to 30th Aug,1st Oct to 31st Dec,1,6,30,8,1,10,31,12,29,RICE
1311,Orissa,Ganjam,388,Rice,Rabi,1st Nov to 31st Dec,1st Mar to 30th April,1,11,31,12,1,3,30,4,29,RICE
1312,Orissa,Ganjam,388,Rice,Summer,1st Dec to 31st Jan,1st April-31st May,1,12,31,1,1,4,31,5,29,RICE
1313,Orissa,Ganjam,388,Wheat,Rabi,1st Oct to 30th Nov,1st Mar to 30th April,1,10,30,11,1,3,30,4,29,WHEAT
1314,Orissa,Ganjam,388,Maize,Kharif,1st May to 30th June,1st Aug to 30th Sept,1,5,30,6,1,8,30,9,29,MAIZE
1317,Orissa,Ganjam,388,Ragi,Kharif,1st to 30th June,1st Sept to 31st Oct,1,6,30,6,1,9,31,10,29,FINGERMILLET
1318,Orissa,Ganjam,388,Ragi,Rabi,1st to 31st Oct,1st Dec to 31st Jan,1,10,31,10,1,12,31,1,29,FINGERMILLET
1319,Orissa,Ganjam,388,Arhar,Kharif,1st June to 31st July,1st Jan to 28th Feb,1,6,31,7,1,1,28,2,29,PIGEONPEA
1320,Orissa,Ganjam,388,Urad,Kharif,1st June to 31st July,1st Aug to 30th Sept,1,6,31,7,1,8,30,9,29,MINORPULSES
1321,Orissa,Ganjam,388,Urad,Rabi,1st Nov to 31st Dec,1st Mar to 30th April,1,11,31,12,1,3,30,4,29,MINORPULSES
1322,Orissa,Ganjam,388,Urad,Summer,1st Feb to 31st Mar,1st April to 31st May,1,2,31,3,1,4,31,5,29,MINORPULSES
1323,Orissa,Ganjam,388,Moong,Kharif,1st June to 31st July,1st Aug to 30th Sept,1,6,31,7,1,8,30,9,29,MINORPULSES
1324,Orissa,Ganjam,388,Moong,Rabi,1st Nov to 31st Dec,1st Jan to 28th Feb,1,11,31,12,1,1,28,2,29,MINORPULSES
1325,Orissa,Ganjam,388,Moong,Summer,1st Jan to 28th Feb,1st March to 0th April,1,1,28,2,1,3,1,4,29,MINORPULSES
1326,Orissa,Ganjam,388,Groundnut,Kharif,1st June to 31st July,1st Sept to 31st Oct,1,6,31,7,1,9,31,10,29,GROUNDNUT
1327,Orissa,Ganjam,388,Groundnut,Rabi,1st Dec to 31st Jan,1st March to 30th April,1,12,31,1,1,3,30,4,29,GROUNDNUT
1328,Orissa,Ganjam,388,Til,Kharif,1st to 30th June,1st to 30th Aug,1,6,30,6,1,8,30,8,29,SESAMUM
1329,Orissa,Ganjam,388,Til,Rabi,1st to 30th Sept,1st to 30th Nov,1,9,30,9,1,11,30,11,29,SESAMUM
1330,Orissa,Ganjam,388,Til,Summer,1st Dec to 31st an,1st Feb to 31st Mar,1,12,31,12,1,2,31,3,29,SESAMUM
1331,Orissa,Ganjam,388,Mustard,Rabi,1st Oct to 31st Dec,1st Dec to 28th Feb,1,10,31,12,1,12,28,2,29,RAPESEEDANDMUSTARD
1332,Orissa,Ganjam,388,Sunflower,Rabi,1st Nov to 31st Dec,1st Feb to 31st Mar,1,11,31,12,1,2,31,3,29,SUNFLOWER
1333,Orissa,Ganjam,388,Sugarcane,Rabi,1st Nov to 28th Feb,1st Nov to 31st Dec,1,11,28,2,1,11,31,12,29,SUGARCANE
1334,Orissa,Ganjam,388,Cotton,Kharif,1st to 30th June,1st Dec to 31st Jan,1,6,30,6,1,12,31,1,29,COTTON
1335,Orissa,Gajapati,389,Rice,Kharif,1st June to 31st July,1st Nov to 31st Dec,1,6,31,7,1,11,31,12,29,RICE
1336,Orissa,Gajapati,389,Rice,Rabi,1st to 31st Dec,1st to 30th April,1,12,31,12,1,4,30,4,29,RICE
1337,Orissa,Gajapati,389,Maize,Kharif,1st to 31st July,1st Oct to 30th Nov,1,7,31,7,1,10,30,11,29,MAIZE
1338,Orissa,Gajapati,389,Arhar,Kharif,1st to 31st July,1st to 28th Feb,1,7,31,7,1,2,28,2,29,PIGEONPEA
1339,Orissa,Gajapati,389,Urad,Kharif,1st to 31st July,1st Oct to 30th Nov,1,7,31,7,1,10,30,11,29,MINORPULSES
1340,Orissa,Gajapati,389,Urad,Rabi,1st to31st Dec,1st Feb to 31st Mar,1,12,31,12,1,2,31,3,29,MINORPULSES
1341,Orissa,Gajapati,389,Moong,Kharif,1st to 31st July,1st to 31st Oct,1,7,31,7,1,10,31,10,29,MINORPULSES
1342,Orissa,Gajapati,389,Moong,Rabi,1st to30th Nov,1st to 28th Feb,1,11,30,11,1,2,28,2,29,MINORPULSES
1343,Orissa,Gajapati,389,Groundnut,Rabi,1st to 30th Nov,1st Feb to 31st Mar,1,11,30,11,1,2,31,3,29,GROUNDNUT
1344,Orissa,Gajapati,389,Til,Summer,1st Jan to 28th Feb,1st April to 31st May,1,1,28,2,1,4,31,5,29,SESAMUM
1345,Orissa,Gajapati,389,Sunflower,Rabi,1st to 30th Nov,1st Feb to 31st Mar,1,11,30,11,1,2,31,3,29,SUNFLOWER
1346,Orissa,Gajapati,389,Cotton,Kharif,1st to31st Aug,1st to 31st Dec,1,8,31,8,1,12,31,12,29,COTTON
1347,Orissa,Gajapati,389,Sugarcane,Summer,1st Jan to 28th Feb,1st Dec to 31st Jan,1,1,28,2,1,12,31,1,30,SUGARCANE
1348,Orissa,Jharsuguda,371,Rice,Kharif,1st June to 31st July,1st Nov to 31st Dec,1,6,31,7,1,11,31,12,30,RICE
1349,Orissa,Jharsuguda,371,Rice,Rabi,1st Nov to 31st Dec,1st Mar to 30th April,1,11,31,12,1,3,30,4,30,RICE
1350,Orissa,Jharsuguda,371,Rice,Summer,1st Jan to 28th Feb,1st April to 31st May,1,1,28,2,1,4,31,5,30,RICE
1351,Orissa,Jharsuguda,371,Wheat,Rabi,1st Oct to 30th Nov,1st Mar to 30th April,1,10,30,11,1,3,30,4,30,WHEAT
1352,Orissa,Jharsuguda,371,Maize,Kharif,1st May to 30th June,1st Aug to 30th Sept,1,5,30,6,1,8,30,9,30,MAIZE
1353,Orissa,Jharsuguda,371,Maize,Rabi,1st Oct to 30th Nov,1st Jan to 28th Feb,1,10,30,11,1,1,28,2,30,MAIZE
1354,Orissa,Jharsuguda,371,Maize,Summer,1st Jan to 28th Feb,1st Mar to 30th April,1,1,28,2,1,3,30,4,30,MAIZE
1355,Orissa,Jharsuguda,371,Arhar,Kharif,1st June to 31st July,1st Jan to 28th Feb,1,6,31,7,1,1,28,2,30,PIGEONPEA
1356,Orissa,Jharsuguda,371,Urad,Kharif,1st June to 31st July,1st Aug to 30th Sept,1,6,31,7,1,8,30,9,30,MINORPULSES
1357,Orissa,Jharsuguda,371,Urad,Rabi,1st Nov to31st Dec,1st Mar to 30th April,1,11,31,12,1,3,30,4,30,MINORPULSES
1359,Orissa,Jharsuguda,371,Moong,Kharif,1st June to 31st July,1st Aug to 30th Sept,1,6,31,7,1,8,30,9,30,MINORPULSES
1360,Orissa,Jharsuguda,371,Moong,Rabi,1st Nov to 31st Dec,1st Jan to 28th Feb,1,11,31,12,1,1,28,2,30,MINORPULSES
1361,Orissa,Jharsuguda,371,Moong,Summer,1st Jan to 28th Feb,1st Mar to30th April,1,1,28,2,1,3,30,4,30,MINORPULSES
1362,Orissa,Jharsuguda,371,Groundnut,Kharif,1st June to 31st July,1st Sept to 31st Oct,1,6,31,7,1,9,31,10,30,GROUNDNUT
1363,Orissa,Jharsuguda,371,Groundnut,Rabi,1st Dec to 31st Jan,1st Mar to 30thApril,1,12,31,1,1,3,30,4,30,GROUNDNUT
1364,Orissa,Jharsuguda,371,Til,Kharif,1st to 31st Aug,1st to 30th Nov,1,8,31,8,1,11,30,11,30,SESAMUM
1365,Orissa,Jharsuguda,371,Mustard,Rabi,1st Oct to 30th Nov,1st Jan to 28th Feb,1,10,30,11,1,1,28,2,30,RAPESEEDANDMUSTARD
1366,Orissa,Jharsuguda,371,Sunflower,Rabi,1st Nov to 31st Dec,1st Feb to 31st Mar,1,11,31,12,1,2,31,3,30,SUNFLOWER
1367,Orissa,Jharsuguda,371,Sugarcane,Rabi,1st Nov to 28th Feb,1st Nov to 31st Dec,1,11,28,2,1,11,31,12,30,SUGARCANE
1368,Orissa,Jajpur,382,Rice,Kharif,1st July to 15th Aug,1st to 15th Jan,1,7,15,8,1,1,15,1,30,RICE
1369,Orissa,Jajpur,382,Rice,Summer,1st Dec to 15th Jan,1st to 15th April,1,12,15,1,1,4,15,4,30,RICE
1370,Orissa,Jajpur,382,Urad,Kharif,1st to 15th Aug,1st to 15th Nov,1,8,15,8,1,11,15,11,30,MINORPULSES
1371,Orissa,Jajpur,382,Urad,Rabi,15th Dec to 15th Jan,15th to 31st Mar,15,12,15,1,15,3,31,3,30,MINORPULSES
1373,Orissa,Jajpur,382,Moong,Kharif,1st to 15th Aug,1st to 15th Nov,1,8,15,8,1,11,15,11,30,MINORPULSES
1374,Orissa,Jajpur,382,Moong,Summer,1st Dec to 1st Jan,1st to 31st Mar,1,12,1,1,1,3,31,3,30,MINORPULSES
1375,Orissa,Jajpur,382,Ground nut,Kharif,1st to 15th Aug,15th to 30th Nov,1,8,15,8,15,11,30,11,30,GROUNDNUT
1376,Orissa,Jajpur,382,Mustard,Rabi,1st Oct to 15th Nov,15th Jan to 15th Feb,1,10,15,11,15,1,15,2,30,RAPESEEDANDMUSTARD
1378,Orissa,Jagatsinghpur,380,Rice,Kharif,1st June to15th Aug,15th Dec to 15th Jan,1,6,15,8,15,12,15,1,30,RICE
1379,Orissa,Jagatsinghpur,380,Rice,Summer,1st Jan to 15th Feb,1st May 30th May,1,1,15,2,1,5,1,5,30,RICE
1380,Orissa,Jagatsinghpur,380,Urad,Kharif,1st Sept 15th Sept,1st to 15th Dec,1,9,1,9,1,12,15,12,30,MINORPULSES
1381,Orissa,Jagatsinghpur,380,Moong,Summer,1st to 31st Jan,15th to 30th April,1,1,31,1,15,4,30,4,30,MINORPULSES
1382,Orissa,Jagatsinghpur,380,Ground nut,Rabi,1st Nov to 15th Dec,1st to 30th April,1,11,15,12,1,4,30,4,30,GROUNDNUT
1383,Orissa,Jagatsinghpur,380,Sugarcane,Autumn,1st to 31st Jan,1st to 31st Dec,1,1,31,1,1,12,31,12,30,SUGARCANE
1384,Orissa,Kalahandi,395,Rice,Kharif,1st June to 31st July,1st Sept to 31st Oct,1,6,31,7,1,9,31,10,30,RICE
1385,Orissa,Kalahandi,395,Rice,Summer,1st Jan to 31st Mar,1st April to 31st July,1,1,31,3,1,4,31,7,30,RICE
1386,Orissa,Kalahandi,395,Wheat,Rabi,1st Oct to 31st Dec,1st April to 31st May,1,10,31,12,1,4,31,5,30,WHEAT
1387,Orissa,Kalahandi,395,Maize,Kharif,1st June to 31st July,1st Sept to 31st Oct,1,6,31,7,1,9,31,10,30,MAIZE
1388,Orissa,Kalahandi,395,Maize,Rabi,1st Oct to 31st Dec,1st Jan to 31st Mar,1,10,31,12,1,1,31,3,30,MAIZE
1389,Orissa,Kalahandi,395,Maize,Summer,1st Dec to 31st Mar,1st April to 31st July,1,12,31,3,1,4,31,7,30,MAIZE
1390,Orissa,Kalahandi,395,Ragi,Kharif,1st May to 30th Aug,1st Sept to 31st Dec,1,5,30,8,1,9,31,12,30,FINGERMILLET
1391,Orissa,Kalahandi,395,Arhar,Kharif,1st May to 30th Aug,1st Oct to 31st Dec,1,5,30,8,1,10,31,12,30,PIGEONPEA
1392,Orissa,Kalahandi,395,Urad,Kharif,1st May to 31st Aug,1st Oct to 31st Dec,1,5,31,8,1,10,31,12,30,MINORPULSES
1393,Orissa,Kalahandi,395,Urad,Rabi,1st Sept to Feb,1st Nov to April,1,9,15,2,1,11,15,4,31,MINORPULSES
1395,Orissa,Kalahandi,395,Gram,Rabi,1st Oct to 31st Dec,1st Jan to 31st Mar,1,10,31,12,1,1,31,3,31,CHICKPEA
1396,Orissa,Kalahandi,395,Lentil,Rabi,1st Sept to 30th Nov,1st Feb to April,1,9,30,11,1,2,15,4,31,MINORPULSES
1398,Orissa,Kalahandi,395,Moong,Kharif,1st June to 31st July,1st Oct to Nov,1,6,31,7,1,10,15,11,31,MINORPULSES
1399,Orissa,Kalahandi,395,Moong,Summer,1st Mar to 30thApril,1st Aug to Sept,1,3,30,4,1,8,15,9,31,MINORPULSES
1400,Orissa,Kalahandi,395,Groundnut,Kharif,1st June to 30th Aug,1st Sep to 31st Dec,1,6,30,8,1,9,31,12,31,GROUNDNUT
1401,Orissa,Kalahandi,395,Til,Kharif,1st June to 30th Aug,1st Nov to 31st Dec,1,6,30,8,1,11,31,12,31,SESAMUM
1402,Orissa,Kalahandi,395,Mustard,Rabi,1st Oct to 30th Nov,1st Jan to 31st Mar,1,10,30,11,1,1,31,3,31,RAPESEEDANDMUSTARD
1403,Orissa,Kalahandi,395,Linseed,Rabi,1st Oct to 30th Nov,1st Jan to 31st Mar,1,10,30,11,1,1,31,3,31,LINSEED
1404,Orissa,Kalahandi,395,Sugarcane,Spring,1st Feb to 31st March,1st Nov to 31st Jan,1,2,31,3,1,11,31,1,31,SUGARCANE
1405,Orissa,Kalahandi,395,Cotton,Kharif,1st May to 31st July,1st Dec to 15th Jan,1,5,31,7,1,12,15,1,31,COTTON
1407,Orissa,Kandhamal,390,Rice,Kharif,15th June to 15th July,15th Nov to 15th Dec,15,6,15,7,15,11,15,12,31,RICE
1408,Orissa,Kandhamal,390,Rice,Rabi,15th Dec to 15th Jan,1st to 15th May,15,12,15,1,1,5,15,5,31,RICE
1409,Orissa,Kandhamal,390,Maize,Kharif,15th to 30th May,15th Sept to 15th Oct,15,5,30,5,15,9,15,10,31,MAIZE
1410,Orissa,Kandhamal,390,Maize,Rabi,1st Dec to 30th Jan,30th April to 15th Feb,1,12,30,1,30,4,15,2,31,MAIZE
1411,Orissa,Kandhamal,390,Maize,Summer,15th Feb to 15th Mar,15th May to 30th Jun,15,2,15,3,15,5,30,6,31,MAIZE
1412,Orissa,Kandhamal,390,Ragi,Kharif,15th June to 15th July,15th Oct-15th Nov,15,6,15,7,15,10,15,11,31,FINGERMILLET
1413,Orissa,Kandhamal,390,Arhar,Kharif,1st to 30th June,1st to 30th Jan,1,6,30,6,1,1,30,1,31,PIGEONPEA
1414,Orissa,Kandhamal,390,Urad,Kharif,1st July to 31st Aug,1st Oct to 30th Nov,1,7,31,8,1,10,30,11,31,MINORPULSES
1415,Orissa,Kandhamal,390,Urad,Rabi,1st Oct to 30th Nov,1st Jan to 28th Feb,1,10,30,11,1,1,28,2,31,MINORPULSES
1418,Orissa,Kandhamal,390,Moong,Kharif,1st July to 30th Aug,1st Oct to 30th Nov,1,7,30,8,1,10,30,11,31,MINORPULSES
1419,Orissa,Kandhamal,390,Moong,Summer,1st Feb to 31st Mar,1st May to 30th June,1,2,31,3,1,5,30,6,31,MINORPULSES
1420,Orissa,Kandhamal,390,Groundnut,Kharif,1st June to 31st July,1st Oct to 30th Nov,1,6,31,7,1,10,30,11,31,GROUNDNUT
1421,Orissa,Kandhamal,390,Til,Summer,1st Jan to 28th Feb,1st April to 31st May,1,1,28,2,1,4,31,5,31,SESAMUM
1422,Orissa,Kandhamal,390,Mustard,Rabi,1st Oct to 30th Nov,1st Dec to 31st Jan,1,10,30,11,1,12,31,1,31,RAPESEEDANDMUSTARD
1423,Orissa,Kandhamal,390,Sunflower,Rabi,1st Nov to 31st Dec,1st Feb to 31st Mar,1,11,31,12,1,2,31,3,31,SUNFLOWER
1424,Orissa,Kandhamal,390,Sunflower,Summer,1st Jan to 28th Feb,1st April to 31st May,1,1,28,2,1,4,31,5,31,SUNFLOWER
1426,Orissa,Kandhamal,390,Sugarcane,Autumn,1st Oct to 30th Nov,1st Oct to 30th Nov,1,10,30,11,1,10,30,11,31,SUGARCANE
1427,Orissa,Kandhamal,390,Sugarcane,Spring,1st May to 30th June,1st Feb to 31st Mar,1,5,30,6,1,2,31,3,31,SUGARCANE
1428,Orissa,Kandhamal,390,Cotton,Kharif,1st June to 31st July,1st Jan to 28th Feb,1,6,31,7,1,1,28,2,31,COTTON
1429,Orissa,Kendrapara,379,Rice,Kharif:,1st July to 15th Aug,1st Jan to 15th Jan,1,7,15,8,1,1,15,1,31,RICE
1430,Orissa,Kendrapara,379,Rice,Summer,1st Dec to 15th Jan,1st to 15th April,1,12,15,1,1,4,15,4,31,RICE
1431,Orissa,Kendrapara,379,Urad,Kharif,1st to 15th Aug,1st to 15th Nov,1,8,15,8,1,11,15,11,31,MINORPULSES
1432,Orissa,Kendrapara,379,Urad,Rabi,15th Dec to 15th Jan,15th to 31st Mar,15,12,15,1,15,3,31,3,31,MINORPULSES
1434,Orissa,Kendrapara,379,Moong,Kharif,1st to 15th Aug,1st to 15th Nov,1,8,15,8,1,11,15,11,31,MINORPULSES
1435,Orissa,Kendrapara,379,Moong,Summer,1st Dec to 15th Jan,15th to 31st Mar,1,12,15,1,15,3,31,3,31,MINORPULSES
1436,Orissa,Kendrapara,379,Ground nut,Kharif,1st to 15th Aug,1st to 30th Nov,1,8,15,8,1,11,30,11,31,GROUNDNUT
