Sl_No,State,District,District_Code,Crop,Season,Sowing_Period,Harvesting_Period,Sow_From_Day,Sow_From_Mon,Sow_To_Day,Sow_To_Mon,Harv_From_Day,Harv_From_Mon,Harv_To_Day,Harv_To_Mon,PDF_Page,Selector_Crop_Category
1014,Jharkhand,Lohardaga,356,Sugarcane,Spring,15 Oct-30 Nov,15 Jan to 31 Mar,15,10,30,11,15,1,31,3,22,SUGARCANE
1015,Jharkhand,West Singhbhum,368,Rice,Kharif,15 Jun to 15 Aug,15 Oct to 15 Dec,15,6,15,8,15,10,15,12,22,RICE
1016,Jharkhand,West Singhbhum,368,Rice,Summer,15 Jan to 15 Feb,15 May to Jun 15,15,1,15,2,15,5,15,5,22,RICE
1017,Jharkhand,West Singhbhum,368,Wheat,Rabi,1 Nov to 15 Dec,15 Mar to 15 Apr,1,11,15,12,15,3,15,4,22,WHEAT
1018,Jharkhand,West Singhbhum,368,Maize,Kharif,15 Jun to 15 Jul,15 Sep to 15 Oct,15,6,15,7,15,9,15,10,23,MAIZE
1019,Jharkhand,West Singhbhum,368,Ragi,Kharif,15 Jun to 31 Jul,15 Oct to 15 Nov,15,6,31,7,15,10,15,11,23,FINGERMILLET
1020,Jharkhand,West Singhbhum,368,Arhar,Kharif,15 Jun to 31 Jul,15 Feb to 31 Mar,15,6,31,7,15,2,31,3,23,PIGEONPEA
1021,Jharkhand,West Singhbhum,368,Urad,Kharif,15 Jul to 15 Aug,15 Sep to 15 Oct,15,7,15,8,15,9,15,10,23,MINORPULSES
1023,Jharkhand,West Singhbhum,368,Gram,Rabi,1 Nov to 15 Dec,15 Mar to 15 Apr,1,11,15,12,15,3,15,4,23,CHICKPEA
1024,Jharkhand,West Singhbhum,368,Lentil,Rabi,1 Nov to 15 Dec,15 Mar to 15 Apr,1,11,15,12,15,3,15,4,23,MINORPULSES
1026,Jharkhand,West Singhbhum,368,Moong,Kharif,15 Jul to 15 Aug,15 Sep to 15 Oct,15,7,15,8,15,9,15,10,23,MINORPULSES
1027,Jharkhand,West Singhbhum,368,Moong,Summer,15 Feb to 15 Mar,15 Apr to 15 May,15,2,15,3,15,4,15,5,23,MINORPULSES
1028,Jharkhand,West Singhbhum,368,Mustard,Rabi,1 Nov to 15 Dec,15 Feb to 15 Mar,1,11,15,12,15,2,15,3,23,RAPESEEDANDMUSTARD
1029,Jharkhand,West Singhbhum,368,Linseed,Rabi,15 Oct to 30 Nov,15 Feb to 15 Mar,15,10,30,11,15,2,15,3,23,LINSEED
1031,Jharkhand,Saraikela,369,Rice,Kharif,15 Jun to 15 Aug,15 Oct to 15 Dec,15,6,15,8,15,10,15,12,23,RICE
1032,Jharkhand,Saraikela,369,Rice,Summer,15 Jan to 15 Feb,15 May to Jun 15,15,1,15,2,15,5,15,5,23,RICE
1033,Jharkhand,Saraikela,369,Wheat,Rabi,1 Nov to 15 Dec,15 Mar to15 Apr,1,11,15,12,15,3,15,4,23,WHEAT
1034,Jharkhand,Saraikela,369,Maize,Kharif,15 Jun to 15 Jul,15 Sep to 15 Oct,15,6,15,7,15,9,15,10,23,MAIZE
1035,Jharkhand,Saraikela,369,Ragi,Kharif,15 Jun to 31 Jul,15 Oct to 15 Nov,15,6,31,7,15,10,15,11,23,FINGERMILLET
1036,Jharkhand,Saraikela,369,Arhar,Kharif,15 Jun to 31 Jul,15 Feb to 31 Mar,15,6,31,7,15,2,31,3,23,PIGEONPEA
1037,Jharkhand,Saraikela,369,Urad,Kharif,15 Jul to 15 Aug,15 Sep to 15 Oct,15,7,15,8,15,9,15,10,23,MINORPULSES
1039,Jharkhand,Saraikela,369,Gram,Rabi,1 Nov to 15 Dec,15 Mar to 15 Apr,1,11,15,12,15,3,15,4,23,CHICKPEA
1040,Jharkhand,Saraikela,369,Lentil,Rabi,1 Nov to 15 Dec,15 Mar to 15 Apr,1,11,15,12,15,3,15,4,23,MINORPULSES
1042,Jharkhand,Saraikela,369,Moong,Kharif,15 Jul to 15 Aug,15 Sep to 15 Oct,15,7,15,8,15,9,15,10,23,MINORPULSES
1044,Jharkhand,Saraikela,369,Ground nut,Kharif,15 Jun to 31 Jul,15 Sep to 31 Oct,15,6,31,7,15,9,31,10,23,GROUNDNUT
1045,Jharkhand,Saraikela,369,Til,Kharif,15 Jun to 30 Jul,1 Oct to 15 Nov,15,6,30,7,1,10,15,11,23,SESAMUM
1046,Jharkhand,Saraikela,369,Mustard,Rabi,15 Oct to 15Nov,15 Feb to 15 Mar,15,10,15,11,15,2,15,3,23,RAPESEEDANDMUSTARD
1047,Jharkhand,Saraikela,369,Linseed,Rabi,15 Oct to 15Nov,15 Feb to 15 Mar,15,10,15,11,15,2,15,3,23,LINSEED
1048,Jharkhand,Saraikela,369,Sugarcane,Spring,15 Feb to 31 Mar,15 Jan to 28 Feb,15,2,31,3,15,1,28,2,23,SUGARCANE
1049,Jharkhand,Ramgarh,361,Rice,Kharif,15 Jun to 31 Jul,15 Oct to 30 Nov,15,6,31,7,15,10,30,11,23,RICE
1050,Jharkhand,Ramgarh,361,Rice,Summer,15 Jan to 15 Feb,15 May to 15 Jun,15,1,15,2,15,5,15,6,23,RICE
1051,Jharkhand,Ramgarh,361,Wheat,Rabi,1 Nov to 30 Nov,15 Mar to 15 Apr,1,11,30,11,15,3,15,4,23,WHEAT
1052,Jharkhand,Ramgarh,361,Maize,Kharif,15 May to 30 Jun,15 Aug to 15 Oct,15,5,30,6,15,8,15,10,23,MAIZE
1053,Jharkhand,Ramgarh,361,Ragi,Kharif,1 Jun to 30 Jun,1 Oct to 30 Oct,1,6,30,6,1,10,30,10,23,FINGERMILLET
1054,Jharkhand,Ramgarh,361,Arhar,Kharif,15 Jun to 15 Jul,15 Feb to 15 Mar,15,6,15,7,15,2,15,3,23,PIGEONPEA
1055,Jharkhand,Ramgarh,361,Urad,Kharif,15 Jun to 15 Jul,15 Sep to 15 Oct,15,6,15,7,15,9,15,10,23,MINORPULSES
1058,Jharkhand,Ramgarh,361,Gram,Rabi,15 Oct to 15 Nov,15 Feb to 15 Mar,15,10,15,11,15,2,15,3,23,CHICKPEA
1059,Jharkhand,Ramgarh,361,Lentil,Rabi,15 Oct to 15 Nov,15 Feb to 15 Mar,15,10,15,11,15,2,15,3,23,MINORPULSES
1061,Jharkhand,Ramgarh,361,Moong,Kharif,15 Jun to 15 Jul,1 Sep to 15 Oct,15,6,15,7,1,9,15,10,23,MINORPULSES
1062,Jharkhand,Ramgarh,361,Moong,Summer,1 Feb to 15 Feb,15 May to 30 May,1,2,15,2,15,5,30,5,23,MINORPULSES
1063,Jharkhand,Ramgarh,361,Ground Nut,Kharif,15 Jun to 15 Jul,15 Oct to 15 Nov,15,6,15,7,15,10,15,11,23,GROUNDNUT
1066,Jharkhand,Ramgarh,361,Mustard,Rabi,15 Oct to 15 Nov,15 Feb to 15 Mar,15,10,15,11,15,2,15,3,23,RAPESEEDANDMUSTARD
1068,Jharkhand,Ranchi,364,Rice,Kharif,15 Jun to 31 Jul,15 Oct to 30 Nov,15,6,31,7,15,10,30,11,24,RICE
1069,Jharkhand,Ranchi,364,Rice,Summer,15 Jan to 15 Feb,15 May to 15 Jun,15,1,15,2,15,5,15,6,24,RICE
1070,Jharkhand,Ranchi,364,Wheat,Rabi,1 Nov to 30 Nov,15 Mar to 15 Apr,1,11,30,11,15,3,15,4,24,WHEAT
1071,Jharkhand,Ranchi,364,Maize,Kharif,15 May to 30 Jun,15 Aug to 15 Oct,15,5,30,6,15,8,15,10,24,MAIZE
1072,Jharkhand,Ranchi,364,Ragi,Kharif,15 Jun to 30 Jun,15 Oct to 30 Oct,15,6,30,6,15,10,30,10,24,FINGERMILLET
1073,Jharkhand,Ranchi,364,Arhar,Kharif,15 Jun to 15 Jul,15 Feb to 15 Mar,15,6,15,7,15,2,15,3,24,PIGEONPEA
1074,Jharkhand,Ranchi,364,Urad,Kharif,15 Jun to 15 Jul,15 Sep to 15 Oct,15,6,15,7,15,9,15,10,24,MINORPULSES
1075,Jharkhand,Ranchi,364,Urad,Rabi,1 Feb to 15Feb,15 May to 30 May,1,2,15,2,15,5,30,5,24,MINORPULSES
1077,Jharkhand,Ranchi,364,Gram,Rabi,15 Oct to 15 Nov,15 Feb to 15 Mar,15,10,15,11,15,2,15,3,24,CHICKPEA
1078,Jharkhand,Ranchi,364,Lentil,Rabi,15 Oct to 15 Nov,15 Feb to 15 Mar,15,10,15,11,15,2,15,3,24,MINORPULSES
1080,Jharkhand,Ranchi,364,Moong,Kharif,15 Jun to 15 Jul,1Sep to 15 Oct,15,6,15,7,1,9,15,10,24,MINORPULSES
1081,Jharkhand,Ranchi,364,Moong,Summer,15 Feb to 15 Mar,1 May to 31 May,15,2,15,3,1,5,31,5,24,MINORPULSES
1082,Jharkhand,Ranchi,364,Ground Nut,Kharif,15 Jun to 15 Jul,15 Oct to 15 Nov,15,6,15,7,15,10,15,11,24,GROUNDNUT
1085,Jharkhand,Ranchi,364,Mustard,Rabi,15 Oct to 15 Nov,15 Feb to 15 Mar,15,10,15,11,15,2,15,3,24,RAPESEEDANDMUSTARD
1088,Jharkhand,Ranchi,364,Sugarcane,Autumn,15 Oct to 15 Dec,15 Nov-15 Dec,15,10,15,12,15,11,15,12,24,SUGARCANE
1089,Jharkhand,Sahibganj,352,Rice,Kharif,15 Jun to 30 Jul,15 Oct to 30 Nov,15,6,30,7,15,10,30,11,24,RICE
1090,Jharkhand,Sahibganj,352,Wheat,Rabi,1 Nov to 15 Dec,15 Mar to 15Apr,1,11,15,12,15,3,15,4,24,WHEAT
1091,Jharkhand,Sahibganj,352,Maize,Kharif,15 May to 30 Jun,15 Aug to 15 Oct,15,5,30,6,15,8,15,10,24,MAIZE
1092,Jharkhand,Sahibganj,352,Maize,Rabi,15 Oct to 15 Nov,15 Feb to 15Mar,15,10,15,11,15,2,15,3,24,MAIZE
1093,Jharkhand,Sahibganj,352,Arhar,Kharif,15 Jun to 15 Jul,15 Feb to 15 Mar,15,6,15,7,15,2,15,3,24,PIGEONPEA
1094,Jharkhand,Sahibganj,352,Urad,Kharif,15 Jun to 15 Jul &,15 Aug to 15 Sep,15,6,15,7,15,8,15,9,24,MINORPULSES
1095,Jharkhand,Sahibganj,352,Urad,,1 Sep to 30 Sep,15 Nov to 30 Nov,1,9,30,9,15,11,30,11,24,MINORPULSES
1097,Jharkhand,Sahibganj,352,Gram,Rabi,15 Oct to 30 Nov,15 Feb to 15Mar,15,10,30,11,15,2,15,3,24,CHICKPEA
1098,Jharkhand,Sahibganj,352,Lentil,Rabi,15 Oct to 30 Nov,15 Feb to 15Mar,15,10,30,11,15,2,15,3,24,MINORPULSES
1100,Jharkhand,Sahibganj,352,Moong,Kharif,15 Jun to 15 Jul,1 Sep to 30 Sept,15,6,15,7,1,9,30,9,24,MINORPULSES
1101,Jharkhand,Sahibganj,352,Moong,Summer,15 Feb to15Mar,15 Apr to 15 May,15,2,15,3,15,4,15,5,24,MINORPULSES
1102,Jharkhand,Sahibganj,352,Ground nut,Kharif,15 Jun to 15 Jul,15 Oct to 15 Nov,15,6,15,7,15,10,15,11,24,GROUNDNUT
1103,Jharkhand,Sahibganj,352,Til,Kharif,15 Jun to 31 Jul,15 Oct to 15 Nov,15,6,31,7,15,10,15,11,24,SESAMUM
1104,Jharkhand,Sahibganj,352,Mustard,Rabi,1 Oct to 15Nov,15 Jan to 15 Mar,1,10,15,11,15,1,15,3,24,RAPESEEDANDMUSTARD
1105,Jharkhand,Sahibganj,352,Linseed,Rabi,15 Oct to 15 Nov,15 Feb to 15Mar,15,10,15,11,15,2,15,3,24,LINSEED
1106,Jharkhand,Sahibganj,352,Sugarcane,Autumn,1 Oct to 31 Oct,15 Dec to 31 Jan,1,10,31,10,15,12,31,1,24,SUGARCANE
1107,Jharkhand,Sahibganj,352,Sugarcane,Spring,15 Feb to 15 Mar,15 Feb to 15 Mar,15,2,15,3,15,2,15,3,24,SUGARCANE
1109,Jharkhand,Simdega,367,Rice,Kharif,15 Jun to 15 Aug,15 Oct to 15 Dec,15,6,15,8,15,10,15,12,24,RICE
1110,Jharkhand,Simdega,367,Rice,Summer,15 Jan to 15 Feb,1Jun to 15 Jun,15,1,15,2,1,6,15,6,24,RICE
1111,Jharkhand,Simdega,367,Wheat,Rabi,15 Nov to 15 Dec,1 Mar to 31 Mar,15,11,15,12,1,3,31,3,24,WHEAT
1112,Jharkhand,Simdega,367,Maize,Kharif,15 Jun to 15 Jul,1 Oct to 31 Oct,15,6,15,7,1,10,31,10,24,MAIZE
1113,Jharkhand,Simdega,367,Ragi,Kharif,1 Jul to 31 Jul,1 Oct to 31 Oct,1,7,31,7,1,10,31,10,24,FINGERMILLET
1114,Jharkhand,Simdega,367,Arhar,Kharif,15 Jun to 15 Jul,15 Nov to 15 Mar,15,6,15,7,15,11,15,3,24,PIGEONPEA
1115,Jharkhand,Simdega,367,Urad,Kharif,15 Jun to 15 Jul,15Sept to 15 Oct,15,6,15,7,15,9,15,10,24,MINORPULSES
1117,Jharkhand,Simdega,367,Gram,Rabi,15 Oct to 30 Nov,15 Feb to 31 Mar,15,10,30,11,15,2,31,3,25,CHICKPEA
1118,Jharkhand,Simdega,367,Lentil,Rabi,15 Oct to 30 Nov,10 Feb to 15 Mar,15,10,30,11,10,2,15,3,25,MINORPULSES
1120,Jharkhand,Simdega,367,Moong,Kharif,15 Jun to 15 Jul,1 Sept to 30 Sept,15,6,15,7,1,9,30,9,25,MINORPULSES
1121,Jharkhand,Simdega,367,Moong,Summer,15 Feb to 15 Mar,15 Apr to 31 May,15,2,15,3,15,4,31,5,25,MINORPULSES
1122,Jharkhand,Simdega,367,Ground nut,Kharif,15 Jun to 15 Jul,15 Sep to 31 Oct,15,6,15,7,15,9,31,10,25,GROUNDNUT
1123,Jharkhand,Simdega,367,Mustard,Rabi,15 Oct to 15 Nov,15 Feb to 15 Mar,15,10,15,11,15,2,15,3,25,RAPESEEDANDMUSTARD
1124,Jharkhand,Simdega,367,Linseed,Rabi,1 Nov to 15 Dec,1 Mar to 31 Mar,1,11,15,12,1,3,31,3,25,LINSEED
1125,Jharkhand,Simdega,367,Sugarcane,Autumn,15 Oct to 15 Nov,15 Dec to 31 Jan (Next Year),15,10,15,11,15,12,31,1,25,SUGARCANE
1126,Jharkhand,Palamu,358,Rice,Kharif,1 Jul to 15 Aug.,15 Oct. to 15 Dec.,1,7,15,8,15,10,15,12,25,RICE
1127,Jharkhand,Palamu,358,Wheat,Rabi,15 Nov. to 31 Dec.,15 Mar to 15 Apr,15,11,31,12,15,3,15,4,25,WHEAT
1128,Jharkhand,Palamu,358,Maize,Kharif,15 Jun to 15 Aug.,1 Oct. to 15 Nov.,15,6,15,8,1,10,15,11,25,MAIZE
1129,Jharkhand,Palamu,358,Maize,Rabi,1 Jan. to 31 Jan.,15 Mar- 15 Apr,1,1,31,1,15,3,15,4,25,MAIZE
1130,Jharkhand,Palamu,358,Maize,Summer,15 Feb to 15 Mar,1 May to 15 Jun,15,2,15,3,1,5,15,6,25,MAIZE
1131,Jharkhand,Palamu,358,Ragi,Kharif,15 Jun to 15 Jul,15 Oct. to 15 Nov.,15,6,15,7,15,10,15,11,25,FINGERMILLET
1132,Jharkhand,Palamu,358,Arhar,Kharif,1 Jul to 15 Aug.,15 Feb. to 31 Mar,1,7,15,8,15,2,31,3,25,PIGEONPEA
1133,Jharkhand,Palamu,358,Urad,Kharif,15 Jul to 15 Aug,15 Sept. to 15 Oct.,15,7,15,8,15,9,15,10,25,MINORPULSES
1135,Jharkhand,Palamu,358,Gram,Rabi,15 Oct to 30Nov.,15 Feb. to 15Mar,15,10,30,11,15,2,15,3,25,CHICKPEA
1136,Jharkhand,Palamu,358,Lentil,Rabi,15 Oct to 30Nov.,15 Feb. to 15Mar,15,10,30,11,15,2,15,3,25,MINORPULSES
1138,Jharkhand,Palamu,358,Moong,Kharif,15 Jun to 15 Jul,15 Sep to 15 Oct,15,6,15,7,15,9,15,10,25,MINORPULSES
1139,Jharkhand,Palamu,358,Moong,Summer,15 Feb to 15 Mar.,1 May to 31 May,15,2,15,3,1,5,31,5,25,MINORPULSES
1140,Jharkhand,Palamu,358,Ground nut,Kharif,15 Jun to 15 Jul,15 Nov. to 15Dec.,15,6,15,7,15,11,15,12,25,GROUNDNUT
1141,Jharkhand,Palamu,358,Soybean,Kharif,15 Jun to 15 Jul,15 Oct. to 15 Nov.,15,6,15,7,15,10,15,11,25,SOYABEAN
1142,Jharkhand,Palamu,358,Til,Kharif,1 Jul to 15 Aug.,15 Oct. to 15 Nov.,1,7,15,8,15,10,15,11,25,SESAMUM
1143,Jharkhand,Palamu,358,Mustard,Rabi,15 Oct. to 30 Nov.,15 Feb. to 31 Mar,15,10,30,11,15,2,31,3,25,RAPESEEDANDMUSTARD
1144,Jharkhand,Palamu,358,Linseed,Rabi,15 Oct. to 30 Nov.,15 Mar to 15 Apr,15,10,30,11,15,3,15,4,25,LINSEED
1146,Orissa,Angul,384,Rice,Kharif,15th June to 31st July,15th Oct to 30th Nov,15,6,31,7,15,10,30,11,25,RICE
1147,Orissa,Angul,384,Wheat,Rabi,15th Oct to 30th Nov,15th Feb to 30th March,15,10,30,11,15,2,30,3,25,WHEAT
1148,Orissa,Angul,384,Maize,Kharif,15th June to 15th July,15th Sept to 15th Oct,15,6,15,7,15,9,15,10,25,MAIZE
1149,Orissa,Angul,384,Maize,Rabi,1st Oct to 15th Nov,1st Jan to 15th Feb,1,10,15,11,1,1,15,2,25,MAIZE
1150,Orissa,Angul,384,Maize,Summer,1st Jan to 15th Feb,1st Mar to 15th April,1,1,15,2,1,3,15,4,25,MAIZE
1151,Orissa,Angul,384,Ragi,Kharif,15th June to 15th July,1st Oct to 31st Oct,15,6,15,7,1,10,31,10,25,FINGERMILLET
1152,Orissa,Angul,384,Arhar,Kharif,15th June to 15th July,Dec to 31st Jan,15,6,15,7,15,12,31,1,25,PIGEONPEA
1153,Orissa,Angul,384,Urad,Kharif,1st June to 30th June,1st Sept to 30th Sept,1,6,30,6,1,9,30,9,25,MINORPULSES
1154,Orissa,Angul,384,Urad,Rabi,15th Oct to 30th Nov,1st Jan to 15th Feb,15,10,30,11,1,1,15,2,25,MINORPULSES
1156,Orissa,Angul,384,Gram,Rabi,15th Oct to 30th Nov,1st Feb to 15th Mar,15,10,30,11,1,2,15,3,25,CHICKPEA
1157,Orissa,Angul,384,Lentil,Rabi,1st Sept to 15th Oct,15th Dec to 30th Jan,1,9,15,10,15,12,30,1,25,MINORPULSES
1159,Orissa,Angul,384,Moong,Kharif,15th June to 15th July,1st Sept to 31st Oct,15,6,15,7,1,9,31,10,25,MINORPULSES
1160,Orissa,Angul,384,Moong,Summer,1st to 28th Feb,15th April to15th May,1,2,28,2,15,4,15,5,25,MINORPULSES
1161,Orissa,Angul,384,Ground nut,Kharif,15th June to 15th July,1st Oct to 31st Oct,15,6,15,7,1,10,31,10,25,GROUNDNUT
1162,Orissa,Angul,384,Ground nut,Rabi,1st Oct to 15th Nov,15th Jan to 15th Feb,1,10,15,11,15,1,15,2,25,GROUNDNUT
1163,Orissa,Angul,384,Til,Kharif,15th April to 15th May,15th July to 15th Aug,15,4,15,5,15,7,15,8,26,SESAMUM
1164,Orissa,Angul,384,Til,Summer,1st to 30th Nov,1st to 28th Feb,1,11,30,11,1,2,28,2,26,SESAMUM
1165,Orissa,Angul,384,Mustard,Rabi,1st to 15th Oct,1st to 31st Jan,1,10,15,10,1,1,31,1,26,RAPESEEDANDMUSTARD
1166,Orissa,Angul,384,Linseed,Rabi,1st to 31st Oct,1st to 28th Feb,1,10,31,10,1,2,28,2,26,LINSEED
1167,Orissa,Angul,384,Sugarcane,Autumn,1st to 15th Nov,1st to 30th Sept,1,11,15,11,1,9,30,9,26,SUGARCANE
1168,Orissa,Angul,384,Sugarcane,Spring,1st to 28th Feb,1st to 31st Dec,1,2,28,2,1,12,31,12,26,SUGARCANE
1170,Orissa,Angul,384,Cotton,Kharif,15th to 30th June,1st to 15th Dec,15,6,30,6,1,12,15,12,26,COTTON
1172,Orissa,Balangir,393,Rice,Kharif,1st May to 30th June,1st Sept to 31st Oct,1,5,30,6,1,9,31,10,26,RICE
1173,Orissa,Balangir,393,Rice,Rabi,1st Oct to 30th Nov,1st Feb to 31s Mar,1,10,30,11,1,2,31,2,26,RICE
1174,Orissa,Balangir,393,Rice,Summer,1st Dec to 31st Jan,1st April to 31st May,1,12,31,1,1,4,31,5,26,RICE
1175,Orissa,Balangir,393,Maize,Kharif,1st May to 30th June,1st Aug to 30th Sept,1,5,30,6,1,8,30,9,26,MAIZE
1176,Orissa,Balangir,393,Maize,Rabi,1st Oct to 30th Nov,1st Jan to 28th Feb,1,10,30,11,1,1,28,2,26,MAIZE
1177,Orissa,Balangir,393,Arhar,Kharif,1st May to 30th June,1st Oct to 30th Nov,1,5,30,6,1,10,30,11,26,PIGEONPEA
1178,Orissa,Balangir,393,Urad,Kharif,1st May to 30th June,1st July to 31st Aug,1,5,30,6,1,7,31,8,26,MINORPULSES
1179,Orissa,Balangir,393,Urad,Rabi,1st Oct to 30th Nov,1st Dec to 31st Jan,1,10,30,11,1,12,31,1,26,MINORPULSES
1180,Orissa,Balangir,393,Urad,Summer,1st Jan to 28th Feb,1st Mar to 30th April,1,1,28,2,1,3,30,4,26,MINORPULSES
1181,Orissa,Balangir,393,Moong,Kharif,1st May to 30th June,1st Oct to 30th Nov,1,5,30,6,1,10,30,11,26,MINORPULSES
1182,Orissa,Balangir,393,Moong,Rabi,1st Oct to 30th Nov,1st Dec to 31st Jan,1,10,30,11,1,12,31,1,26,MINORPULSES
1183,Orissa,Balangir,393,Moong,Summer,1st Jan to 28th Feb,1st Mar to 30th April,1,1,28,2,1,3,30,4,26,MINORPULSES
1184,Orissa,Balangir,393,Gram,Rabi,1st Oct to 30th Nov,1st Jan to 28th Feb,1,10,30,11,1,1,28,2,26,CHICKPEA
1185,Orissa,Balangir,393,Groundnut,Kharif,1st June to 31st July,1st Sept to 31st Oct,1,6,31,7,1,9,31,10,26,GROUNDNUT
1186,Orissa,Balangir,393,Groundnut,Rabi,1st Oct to 30th Nov,1st Jan to 28th Feb,1,10,30,11,1,1,28,2,26,GROUNDNUT
1187,Orissa,Balangir,393,Groundnut,Summer,1st Jan to 28th Feb,1st April to 31st May,1,1,28,2,1,4,31,5,26,GROUNDNUT
1188,Orissa,Balangir,393,Til,Kharif,1st June to 31st July,1st Aug to 30th Sept,1,6,31,7,1,8,30,9,26,SESAMUM
1189,Orissa,Balangir,393,Til,Rabi,1st Oct to 30th Nov,1st Dec to 31st Jan,1,10,30,11,1,12,31,1,26,SESAMUM
1190,Orissa,Balangir,393,Sunflower,Rabi,1st Oct to 30th Nov,1st Jan to 28th Feb,1,10,30,11,1,1,28,2,26,SUNFLOWER
1191,Orissa,Balangir,393,Sunflower,Summer,1st Jan to Feb,1st April to 31st May,1,1,15,2,1,4,31,5,26,SUNFLOWER
1192,Orissa,Balangir,393,Mustard,Rabi,1st Oct to Nov,1st Dec to 31st Jan,1,10,15,11,1,12,31,1,26,RAPESEEDANDMUSTARD
1193,Orissa,Balangir,393,Cotton,Kharif,1st May to June,1st Nov to 31st Dec,1,5,15,6,1,11,31,12,26,COTTON
1194,Orissa,Bargarh,370,Rice,Kharif,1st May to -30th June,1st Sept to 31st Oct,1,5,30,6,1,9,31,10,26,RICE
1195,Orissa,Bargarh,370,Rice,Rabi,1st Oct to 30th Nov,1st Feb to 31st Mar,1,10,30,11,1,2,31,3,26,RICE
1196,Orissa,Bargarh,370,Rice,Summer,1st Dec to 31st Jan,1st April to 31st May,1,12,31,1,1,4,31,5,26,RICE
1197,Orissa,Bargarh,370,Maize,Kharif,1st May to 30th June,1st Aug to 30th Sept,1,5,30,6,1,8,30,9,26,MAIZE
1198,Orissa,Bargarh,370,Maize,Rabi,1st Oct to 30th Nov,1st Jan to 28th Feb,1,10,30,11,1,1,28,2,26,MAIZE
1199,Orissa,Bargarh,370,Arhar,Kharif,1st May to 30th June,1st Oct to 30th Nov,1,5,30,6,1,10,30,11,26,PIGEONPEA
1200,Orissa,Bargarh,370,Urad,Kharif,1st May to 30th June,1st July to 31st Aug,1,5,30,6,1,7,31,8,26,MINORPULSES
1201,Orissa,Bargarh,370,Urad,Rabi,1st Oct to 30th Nov,1st Dec to 31st Jan,1,10,30,11,1,12,31,1,26,MINORPULSES
1202,Orissa,Bargarh,370,Urad,Summer,1st Jan to 28th Feb,1st March to 30th April,1,1,28,2,1,3,30,4,26,MINORPULSES
1203,Orissa,Bargarh,370,Moong,Kharif,1st May to 30th June,1st Oct to 30th Nov,1,5,30,6,1,10,30,11,26,MINORPULSES
1204,Orissa,Bargarh,370,Moong,Rabi,1st Oct to 30th Nov,1st Dec to 31st Jan,1,10,30,11,1,12,31,1,26,MINORPULSES
1205,Orissa,Bargarh,370,Moong,Summer,1st Jan to 28th Feb,1st Mar to 30th April,1,1,28,2,1,3,30,4,26,MINORPULSES
1206,Orissa,Bargarh,370,Gram,Rabi,1st Oct to 30th Nov,1st Jan to 28th Feb,1,10,30,11,1,1,28,2,26,CHICKPEA
1207,Orissa,Bargarh,370,Groundnut,Kharif,1st June to 31st July,1st Sept to 31st Oct,1,6,31,7,1,9,31,10,26,GROUNDNUT
1208,Orissa,Bargarh,370,Groundnut,Rabi,1st Oct to 30th Nov,1st Jan to 28th Feb,1,10,30,11,1,1,28,2,26,GROUNDNUT
1209,Orissa,Bargarh,370,Groundnut,Summer,1st Jan to 28th Feb,1st April to 31st May,1,1,28,2,1,4,31,5,27,GROUNDNUT
1210,Orissa,Bargarh,370,Til,Kharif,1st June to 31st July,1st Aug to 30th Sept,1,6,31,7,1,8,30,9,27,SESAMUM
1211,Orissa,Bargarh,370,Til,Rabi,1st Oct to 30th Nov,1st Dec to 31st Jan,1,10,30,11,1,12,31,1,27,SESAMUM
1212,Orissa,Bargarh,370,Sunflower,Rabi,1st Oct to 30th Nov,1st Jan to 28th Feb,1,10,30,11,1,1,28,2,27,SUNFLOWER
1213,Orissa,Bargarh,370,Sunflower,Summer,1st Jan to 28th Feb,1st April to 31st May,1,1,28,2,1,4,31,5,27,SUNFLOWER
1214,Orissa,Bargarh,370,Mustard,Rabi,1st Oct to 30th Nov,1st Dec to 31st Jan,1,10,30,11,1,12,31,1,27,RAPESEEDANDMUSTARD
1215,Orissa,Bargarh,370,Cotton,Kharif,1st May to 30th June,1st Nov to 31st Dec,1,5,30,6,1,11,31,12,27,COTTON
1216,Orissa,Bargarh,370,Sugarcane,Summer,1st Jan to 28th Feb,1st Dec to 31st Jan,1,1,28,2,1,12,31,1,27,SUGARCANE
1217,Orissa,Balasore,377,Rice,Kharif,1st June to 15th July,1st Nov to 15th Dec,1,6,15,7,1,11,15,12,27,RICE
1218,Orissa,Balasore,377,Rice,Summer,1st Jan to 15th Feb,15th April to 15th May,1,1,15,2,15,4,15,5,27,RICE
1219,Orissa,Balasore,377,Maize,Summer,1st to 31st Jan,15th April to 15th May,1,1,31,1,15,4,15,5,27,MAIZE
1220,Orissa,Balasore,377,Urad,Rabi,1st Jan to 15th Feb,15th Mar to 15th April,1,1,15,2,15,3,15,4,27,MINORPULSES
1221,Orissa,Balasore,377,Moong,Summer,1st Jan to 15th Feb,15th Mar to 15thApril,1,1,15,2,15,3,15,4,27,MINORPULSES
1222,Orissa,Balasore,377,Groundnut,Rabi,1st to 31st Jan,1st to 31st May,1,1,31,1,1,5,31,5,27,GROUNDNUT
1223,Orissa,Balasore,377,Til,Summer,15th Jan to 15th Feb,15th April to15th May,15,1,15,2,15,4,15,5,27,SESAMUM
